Concurso,Data do Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Cidade / UF,Rateio 6 acertos,Ganhadores 5 acertos,Cidade/UF 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Cidade/UF 4 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada,Observação
1936,03/06/2017,03,12,24,40,51,52,0,,0.0,43,,38440.62,2686,,879.13,,28669844.0,6500000.0,,
1937,07/06/2017,06,10,24,29,43,55,1,,6310224.41,71,,24966.25,4055,,624.48,,30745253.0,3000000.0,,
1938,10/06/2017,10,16,32,40,42,54,0,,0.0,24,,65892.57,2220,,1017.64,,27429262.0,6500000.0,,
1939,14/06/2017,07,24,29,39,45,52,0,,0.0,59,,28676.64,3620,,667.68,,29345851.5,21000000.0,,
1940,17/06/2017,09,13,16,17,36,47,0,,0.0,95,,22002.44,6468,,461.66,,36254417.5,26700000.0,,
1941,21/06/2017,01,09,24,38,48,49,1,,26572503.56,63,,38426.22,4313,,801.84,,41988908.5,3000000.0,,
1942,24/06/2017,06,18,20,24,43,48,0,,0.0,56,,24941.71,4126,,483.6,,24225943.0,6000000.0,,
1943,28/06/2017,09,11,12,30,39,43,0,,0.0,23,,66077.13,2870,,756.48,,26360005.0,8000000.0,,
1944,01/07/2017,08,09,39,47,57,59,0,,0.0,41,,46673.04,2879,,949.53,,33190703.0,23000000.0,,
1945,04/07/2017,04,08,10,21,45,54,0,,0.0,50,,30735.95,4258,,515.59,,26655265.0,26000000.0,,
1946,06/07/2017,04,06,39,44,52,60,0,,0.0,40,,56855.82,3729,,871.25,,39445854.0,32000000.0,,
1947,08/07/2017,08,33,40,52,55,59,0,,0.0,63,,41438.63,4250,,877.52,,45280627.0,36000000.0,,
1948,12/07/2017,12,20,24,28,33,57,0,,0.0,100,,31746.05,7199,,629.96,,55062525.0,45000000.0,,
1949,15/07/2017,01,06,14,22,30,56,0,,0.0,130,,29304.32,8455,,643.67,,66075649.5,68000000.0,,
1950,19/07/2017,10,21,32,34,48,57,0,,0.0,88,,52163.05,7215,,908.88,,79618157.5,78000000.0,,
1951,22/07/2017,14,16,19,21,33,55,0,,0.0,209,,26220.25,13551,,577.71,,95049423.0,90000000.0,,
1952,26/07/2017,09,21,36,38,52,53,0,,0.0,180,,39521.6,13017,,780.72,,123388139.0,105000000.0,,
1953,29/07/2017,09,26,29,42,43,45,1,,107956102.12,237,,37495.41,16988,,747.28,,154132051.5,3000000.0,,
1954,02/08/2017,09,25,33,35,40,49,0,,0.0,32,,48479.76,2483,,892.55,,26907720.0,40000000.0,,
1955,05/08/2017,15,27,33,36,41,45,0,,0.0,147,,22299.78,7391,,633.6,,56857055.5,46000000.0,,
1956,08/08/2017,05,08,20,28,40,45,0,,0.0,74,,32189.04,5000,,680.56,,41314840.0,50000000.0,,
1957,10/08/2017,02,14,22,23,29,47,1,,51557331.87,98,,34841.2,8329,,585.63,,59222338.0,2500000.0,,
1958,12/08/2017,15,20,22,24,34,55,0,,0.0,32,,52452.5,2670,,898.06,,29112706.0,7000000.0,,
1959,16/08/2017,08,21,27,35,43,56,0,,0.0,94,,19568.67,4639,,566.45,,31904771.5,26000000.0,,
1960,19/08/2017,01,18,25,37,39,43,0,,0.0,116,,24043.13,6655,,598.69,,48374375.0,32000000.0,,
1961,23/08/2017,17,25,26,30,32,50,0,,0.0,55,,52327.94,4505,,912.64,,49918645.0,37000000.0,,
1962,26/08/2017,05,06,15,25,39,53,0,,0.0,86,,37850.84,6431,,723.09,,56459938.5,44000000.0,,
1963,30/08/2017,04,05,07,34,42,60,0,,0.0,80,,41892.88,6686,,716.08,,58129505.0,50000000.0,,
1964,02/09/2017,02,27,32,36,48,50,0,,0.0,119,,32635.32,7880,,704.06,,67359876.5,77000000.0,,
1965,06/09/2017,26,28,35,38,48,55,1,,78022245.31,98,,47025.82,6377,,1032.4,,79933521.5,2500000.0,,
1966,09/09/2017,10,13,19,32,40,60,0,,0.0,29,,47097.01,2758,,707.45,,23689603.0,5500000.0,,
1967,13/09/2017,13,30,32,39,46,54,0,,0.0,43,,40787.97,3175,,789.14,,30420544.0,10000000.0,,
1968,16/09/2017,35,36,39,44,48,52,0,,0.0,48,,46060.89,3782,,835.12,,38347757.0,13400000.0,,
1969,19/09/2017,08,20,30,32,48,59,0,,0.0,20,,73292.36,1999,,1047.55,,25424658.0,30000000.0,,
1970,21/09/2017,05,10,18,24,39,52,0,,0.0,87,,25762.24,6153,,520.37,,38874909.5,35000000.0,,
1971,23/09/2017,04,10,41,44,52,54,0,,0.0,39,,67779.73,4001,,943.83,,45849107.5,40000000.0,,
1972,27/09/2017,09,16,20,54,57,59,0,,0.0,85,,36786.15,5317,,840.11,,54233763.5,47000000.0,,
1973,30/09/2017,01,12,16,17,52,60,0,,0.0,110,,32691.06,7294,,704.3,,62371778.0,55000000.0,,
1974,04/10/2017,04,19,27,38,54,57,1,,54268048.74,141,,27566.76,8994,,617.38,,67417294.0,22000000.0,,
1975,07/10/2017,08,11,24,26,47,57,1,,22575348.57,76,,33102.68,5845,,614.88,,43635819.5,3000000.0,,
1976,11/10/2017,12,14,19,25,52,59,0,,0.0,62,,24797.36,3551,,618.51,,26666353.0,6000000.0,,
1977,14/10/2017,03,16,28,32,34,37,1,,5889546.54,91,,18238.97,4723,,502.02,,28787773.0,2500000.0,,
1978,17/10/2017,02,06,22,44,55,57,0,,0.0,29,,30492.05,2089,,604.71,,15337374.5,4000000.0,,
1979,19/10/2017,22,23,29,32,38,45,1,,3951513.94,32,,39401.2,2677,,672.84,,21868843.5,11500000.0,,
1980,21/10/2017,12,16,17,18,34,37,0,,0.0,77,,22167.05,4689,,520.02,,29605005.5,16000000.0,,
1981,25/10/2017,06,15,19,37,39,53,0,,0.0,85,,24999.36,5215,,582.09,,36856522.5,20000000.0,,
1982,28/10/2017,04,14,20,24,46,50,1,,20777195.15,45,,55730.37,4144,,864.54,,43498161.0,2500000.0,,
1983,01/11/2017,05,06,10,14,22,36,1,,2598401.89,73,,19322.76,4884,,412.58,,24465738.5,2000000.0,,
1984,04/11/2017,21,29,32,35,43,50,0,,0.0,13,,104873.13,1743,,1117.4,,23646889.0,16000000.0,,
1985,07/11/2017,09,28,29,34,36,55,0,,0.0,36,,38578.22,2503,,792.65,,24088571.5,19000000.0,,
1986,09/11/2017,23,36,43,44,55,56,0,,0.0,41,,46212.57,3164,,855.47,,32863243.0,24000000.0,,
1987,11/11/2017,10,14,31,34,45,58,0,,0.0,59,,38516.27,3920,,828.15,,39415096.0,29000000.0,,
1988,16/11/2017,05,10,39,42,46,54,0,,0.0,87,,29177.91,5711,,634.98,,44029100.5,33000000.0,,
1989,18/11/2017,15,22,30,32,40,58,0,,0.0,47,,56106.95,3280,,1148.53,,45738399.0,50000000.0,,
1990,22/11/2017,11,24,26,34,37,59,0,,0.0,78,,41488.51,5852,,789.98,,56129209.5,60000000.0,,
1991,25/11/2017,19,20,28,34,36,44,0,,0.0,80,,48195.29,6152,,895.32,,66874573.5,65000000.0,,
1992,29/11/2017,05,11,13,21,53,54,2,,32953918.65,142,,28999.41,11405,,515.8,,71423961.0,2500000.0,,
1993,02/12/2017,06,17,33,48,50,57,0,,0.0,39,,42108.85,3063,,765.93,,28484228.5,6700000.0,,
1994,06/12/2017,02,05,12,32,40,44,0,,0.0,51,,35175.84,3686,,695.28,,31115808.5,28000000.0,,
1995,09/12/2017,14,26,29,35,37,39,0,,0.0,66,,38617.02,4840,,752.27,,44206799.0,33000000.0,,
1996,13/12/2017,07,20,21,24,40,56,0,,0.0,144,,19401.81,4933,,809.08,,48458620.0,39000000.0,,
1997,16/12/2017,01,07,14,31,35,46,0,,0.0,86,,36389.62,6280,,711.89,,54280324.0,43500000.0,,
1998,19/12/2017,08,21,24,25,52,57,0,,0.0,61,,36388.03,4810,,659.24,,38499475.0,48000000.0,,
1999,21/12/2017,15,37,38,42,49,50,0,,0.0,73,,39877.23,4434,,937.89,,50491038.5,280000000.0,,
2000,31/12/2017,03,06,10,17,34,37,17,,18042279.04,4862,,10565.03,173428,,423.12,,890947368.5,2000000.0,,
2001,03/01/2018,20,22,36,42,52,60,0,,0.0,12,,85088.83,1214,,1201.53,,17710070.0,4500000.0,,
2002,06/01/2018,04,28,30,38,46,59,0,,0.0,24,,69257.39,2214,,1072.51,,28829944.5,8500000.0,,
2003,10/01/2018,28,34,40,43,50,51,0,,0.0,16,,109937.9,1865,,1347.38,,30509412.5,12000000.0,,
2004,13/01/2018,01,05,14,23,35,45,3,,4095573.45,79,,28198.54,6444,,493.85,,38638484.5,12000000.0,,
2005,17/01/2018,11,19,22,33,34,53,0,,0.0,44,,42875.5,4052,,665.11,,32721132.5,15000000.0,,
2006,20/01/2018,01,09,14,20,25,54,0,,0.0,71,,31319.78,5500,,577.58,,38569461.0,20000000.0,,
2007,24/01/2018,04,14,39,41,54,58,0,,0.0,42,,53296.38,3340,,957.42,,38825178.0,24000000.0,,
2008,27/01/2018,22,27,33,42,58,59,0,,0.0,49,,51384.62,4215,,853.36,,43671250.0,30000000.0,,
2009,31/01/2018,01,37,44,46,48,50,0,,0.0,46,,59350.17,3665,,1064.16,,47352865.0,48000000.0,,
2010,03/02/2018,08,10,18,34,39,56,0,,0.0,106,,33705.4,7436,,686.38,,61968606.0,56000000.0,,
2011,06/02/2018,02,28,32,35,54,58,0,,0.0,119,,21054.02,5949,,601.64,,43455856.5,59000000.0,,
2012,08/02/2018,08,11,27,35,36,51,0,,0.0,107,,32506.98,6828,,727.72,,60329097.5,70000000.0,,
2013,10/02/2018,06,23,30,36,53,56,0,,0.0,159,,25057.74,8465,,672.37,,69104360.5,71000000.0,,
2014,14/02/2018,16,32,40,46,53,56,0,,0.0,46,,65621.53,4140,,1041.61,,52356503.5,100000000.0,,
2015,17/02/2018,17,18,27,32,39,58,1,,104545829.37,130,,51593.19,12558,,762.98,,116332797.0,3000000.0,,
2016,21/02/2018,04,11,17,18,21,48,0,,0.0,64,,23975.93,4543,,482.51,,26614714.0,6200000.0,,
2017,24/02/2018,02,10,11,24,38,56,0,,0.0,123,,16317.17,6125,,468.1,,34810982.5,11000000.0,,
2018,28/02/2018,11,22,25,27,55,59,0,,0.0,83,,26039.7,4661,,662.42,,37486974.0,15000000.0,,
2019,03/03/2018,23,41,46,52,54,59,0,,0.0,54,,48889.92,4043,,932.84,,45790930.5,40000000.0,,
2020,07/03/2018,02,36,46,48,57,60,0,,0.0,46,,67325.96,4530,,976.66,,53716386.5,45000000.0,,
2021,10/03/2018,07,14,32,37,40,60,0,,0.0,101,,35079.74,6982,,724.93,,61453154.0,52000000.0,,
2022,14/03/2018,04,28,45,48,52,60,0,,0.0,79,,47183.15,6343,,839.5,,64651783.0,60000000.0,,
2023,17/03/2018,01,06,07,08,23,56,2,,29864355.95,217,,19603.05,13622,,446.11,,73781900.5,3000000.0,,
2024,21/03/2018,16,20,23,29,35,47,0,,0.0,45,,32255.05,3221,,643.75,,25175416.0,25000000.0,,
2025,24/03/2018,04,24,46,52,55,56,0,,0.0,53,,47718.26,3730,,968.62,,43865881.5,30000000.0,,
2026,28/03/2018,10,23,31,33,51,52,0,,0.0,105,,24755.26,6365,,583.39,,45084077.5,35000000.0,,
2027,31/03/2018,11,15,29,37,39,44,0,,0.0,76,,32815.34,4916,,724.73,,43257056.5,40000000.0,,
2028,04/04/2018,07,11,24,36,42,58,4,,10251126.97,261,,11811.65,9867,,446.34,,53470886.0,3000000.0,,
2029,07/04/2018,06,15,18,33,37,40,0,,0.0,78,,21901.6,4398,,554.9,,29630352.5,22000000.0,,
2030,11/04/2018,04,27,38,40,58,59,1,,22122662.6,63,,39656.35,4017,,888.49,,43333094.0,3000000.0,,
2031,14/04/2018,18,23,37,39,50,55,0,,0.0,48,,36807.99,3252,,776.13,,30644306.0,6000000.0,,
2032,17/04/2018,06,14,19,20,39,53,0,,0.0,27,,41286.89,2075,,767.46,,19334920.5,8500000.0,,
2033,20/04/2018,10,18,33,38,40,43,1,,9349630.55,27,,81258.67,3644,,860.11,,38053967.0,3000000.0,,
2034,25/04/2018,06,07,13,17,22,56,1,,2777651.27,89,,16942.34,5597,,384.86,,26153494.5,15000000.0,,
2035,28/04/2018,30,35,36,38,49,52,0,,0.0,37,,58611.61,2668,,1161.18,,37614202.5,20000000.0,,
2036,02/05/2018,07,08,19,23,27,58,0,,0.0,91,,21948.81,6675,,427.46,,34643273.0,22000000.0,,
2037,05/05/2018,14,16,23,30,45,60,0,,0.0,48,,58276.76,4609,,867.02,,48518022.0,28000000.0,,
2038,08/05/2018,06,25,26,35,38,40,0,,0.0,28,,65960.7,2768,,953.18,,32033897.0,30000000.0,,
2039,10/05/2018,06,12,22,28,31,44,0,,0.0,91,,28718.92,6415,,581.98,,45328972.5,50000000.0,,
2040,12/05/2018,06,09,41,54,56,58,0,,0.0,67,,52696.38,5680,,887.99,,61238142.0,60000000.0,,
2041,16/05/2018,10,12,22,25,42,54,1,,58932070.38,120,,34570.08,9310,,636.55,,71952860.0,3000000.0,,
2042,19/05/2018,14,22,29,32,33,35,0,,0.0,47,,34505.69,3018,,767.66,,28129048.5,6500000.0,,
2043,23/05/2018,21,38,53,56,57,58,0,,0.0,19,,88579.73,2258,,1064.79,,29191365.0,10000000.0,,
2044,26/05/2018,07,14,47,54,56,60,0,,0.0,49,,39699.63,3612,,769.37,,33740301.0,30000000.0,,
2045,30/05/2018,15,25,27,45,46,50,1,,29066470.84,70,,34314.21,3921,,875.13,,41661851.0,3000000.0,,
2046,02/06/2018,03,06,11,27,28,46,0,,0.0,80,,17146.56,4630,,423.24,,23792139.0,5500000.0,,
2047,06/06/2018,01,18,19,29,44,54,0,,0.0,30,,55914.69,2390,,1002.65,,29094681.0,9500000.0,,
2048,09/06/2018,10,19,26,35,38,39,0,,0.0,36,,57189.69,3611,,814.5,,35709740.5,14000000.0,,
2049,13/06/2018,10,19,27,31,51,53,0,,0.0,49,,41855.71,4216,,694.94,,35572736.5,30000000.0,,
2050,16/06/2018,08,31,32,33,38,50,0,,0.0,34,,75709.93,3540,,1038.79,,44647610.0,35000000.0,,
2051,20/06/2018,01,05,06,37,44,53,0,,0.0,46,,55764.52,5251,,697.87,,44492028.0,38000000.0,,
2052,23/06/2018,50,51,56,57,58,59,4,,9627559.21,152,,17089.52,4816,,770.52,,45054674.0,2500000.0,,
2053,27/06/2018,12,22,27,37,40,55,0,,0.0,17,,66063.41,1582,,1014.15,,19479435.5,4500000.0,,
2054,30/06/2018,04,07,12,22,26,39,0,,0.0,80,,20194.81,5237,,440.7,,28021805.0,21000000.0,,
2055,03/07/2018,06,25,35,43,46,53,0,,0.0,41,,31190.36,2209,,827.0,,22180466.0,22000000.0,,
2056,05/07/2018,18,22,29,34,36,47,0,,0.0,80,,24597.04,4927,,570.54,,34130229.0,27500000.0,,
2057,07/07/2018,10,13,20,37,38,54,0,,0.0,42,,46108.12,4086,,677.06,,33588695.0,31000000.0,,
2058,11/07/2018,04,19,23,29,56,59,0,,0.0,81,,30543.83,5435,,650.29,,42911631.0,34000000.0,,
2059,14/07/2018,04,05,36,40,44,56,0,,0.0,77,,39904.7,5562,,789.19,,53294356.5,56000000.0,,
2060,18/07/2018,08,09,11,25,39,41,0,,0.0,186,,19455.08,8570,,603.2,,62764250.5,62000000.0,,
2061,21/07/2018,33,36,40,44,45,54,0,,0.0,93,,45677.31,6899,,879.62,,73680040.0,72000000.0,,
2062,25/07/2018,08,10,15,23,25,34,1,,73450153.75,192,,27128.74,13804,,539.04,,90343582.0,3000000.0,,
2063,28/07/2018,06,10,19,24,25,29,0,,0.0,94,,16561.93,5511,,403.56,,27002577.0,6000000.0,,
2064,01/08/2018,10,14,36,53,55,60,0,,0.0,68,,24717.9,3311,,725.2,,29153250.0,30000000.0,,
2065,04/08/2018,04,11,20,30,37,43,0,,0.0,74,,37180.01,4900,,802.13,,47720792.0,35000000.0,,
2066,08/08/2018,06,25,27,35,45,55,1,,35155103.28,104,,27320.77,7345,,552.63,,49282499.0,3000000.0,,
2067,11/08/2018,02,11,13,26,32,59,0,,0.0,57,,28876.29,3828,,614.25,,28548460.5,6500000.0,,
2068,14/08/2018,03,05,09,40,42,47,0,,0.0,46,,24333.27,2466,,648.43,,19414437.0,7500000.0,,
2069,16/08/2018,03,17,34,35,40,48,0,,0.0,48,,30930.59,3638,,583.0,,25751106.5,23000000.0,,
2070,18/08/2018,05,26,27,34,42,48,0,,0.0,84,,25629.96,5654,,543.96,,37341657.5,27500000.0,,
2071,22/08/2018,24,33,34,35,46,60,0,,0.0,33,,75294.4,3760,,944.04,,43096606.0,33000000.0,,
2072,25/08/2018,10,12,13,20,22,54,0,,0.0,135,,21303.29,8860,,463.71,,49882350.0,40000000.0,,
2073,29/08/2018,12,15,18,30,52,55,0,,0.0,80,,36914.78,5335,,790.78,,51222020.5,45000000.0,,
2074,01/09/2018,08,18,23,37,42,58,2,,22327541.33,172,,19405.99,8812,,541.11,,57893622.5,20000000.0,,
2075,05/09/2018,07,09,23,33,57,59,0,,0.0,98,,21221.93,5737,,517.87,,36072582.0,24000000.0,,
2076,08/09/2018,05,06,12,15,22,43,0,,0.0,86,,22660.94,5364,,519.02,,33802037.5,28000000.0,,
2077,12/09/2018,13,16,26,35,37,39,1,,27758694.68,117,,20198.69,6080,,555.27,,40989767.0,2500000.0,,
2078,15/09/2018,02,11,15,30,36,39,0,,0.0,26,,58827.22,2715,,804.79,,26528831.0,5000000.0,,
2079,18/09/2018,01,02,14,37,55,58,0,,0.0,23,,43305.35,1681,,846.45,,17275706.0,17000000.0,,
2080,20/09/2018,10,22,40,46,55,58,0,,0.0,38,,43325.46,2892,,813.26,,28555726.5,22000000.0,,
2081,22/09/2018,13,18,35,40,41,42,1,,21763750.54,128,,15918.03,4287,,678.96,,35339930.5,2500000.0,,
2082,26/09/2018,06,25,33,42,48,49,1,,2420701.1,32,,41065.46,2640,,711.09,,22792563.5,3000000.0,,
2083,29/09/2018,01,18,19,33,56,60,0,,0.0,80,,18316.4,3935,,531.97,,25415372.5,6000000.0,,
2084,03/10/2018,07,20,26,37,38,39,0,,0.0,48,,32980.17,2667,,847.95,,27457472.0,19000000.0,,
2085,06/10/2018,12,21,25,37,38,49,0,,0.0,64,,36356.37,4786,,694.52,,40357751.0,23000000.0,,
2086,10/10/2018,04,35,43,46,47,53,0,,0.0,33,,68459.21,4355,,741.07,,39184316.5,27000000.0,,
2087,13/10/2018,02,18,19,23,34,53,1,,27364769.44,52,,41598.96,4898,,630.91,,37519090.0,2500000.0,,
2088,17/10/2018,03,14,24,27,38,56,1,,2526635.0,56,,24492.89,3262,,600.68,,23790004.0,3000000.0,,
2089,20/10/2018,05,10,32,38,48,49,0,,0.0,29,,53143.74,2665,,826.14,,26731082.0,18000000.0,,
2090,23/10/2018,08,11,18,37,40,51,0,,0.0,43,,32027.59,2659,,739.9,,23886863.0,20000000.0,,
2091,25/10/2018,10,11,12,37,38,59,1,,20024894.84,75,,25054.96,3855,,696.35,,32592784.0,2500000.0,,
2092,27/10/2018,11,13,15,17,22,27,0,,0.0,175,,7503.65,6609,,283.84,,22775966.5,5500000.0,,
2093,31/10/2018,08,14,27,34,52,54,0,,0.0,46,,33553.03,3177,,694.02,,26770471.0,10000000.0,,
2094,03/11/2018,04,16,19,31,33,44,0,,0.0,66,,26830.9,4528,,558.69,,30714652.5,22000000.0,,
2095,07/11/2018,16,29,35,43,49,56,0,,0.0,78,,30872.83,4637,,741.88,,41767404.0,27000000.0,,
2096,10/11/2018,06,11,13,19,24,51,0,,0.0,185,,14941.13,10842,,364.2,,47942611.5,33000000.0,,
2097,14/11/2018,09,24,28,45,49,51,0,,0.0,113,,25984.88,6422,,653.17,,50929053.0,37000000.0,,
2098,17/11/2018,02,08,18,27,38,60,0,,0.0,85,,33312.96,6551,,617.48,,49113232.0,43500000.0,,
2099,21/11/2018,05,15,20,27,30,58,0,,0.0,97,,34495.53,7549,,633.2,,58036464.5,70000000.0,,
2100,24/11/2018,01,10,11,13,35,49,1,,69186484.11,266,,17704.75,15540,,432.93,,81684155.0,3000000.0,,
2101,28/11/2018,02,08,18,37,56,58,0,,0.0,61,,23013.76,3852,,520.63,,24349150.0,6000000.0,,
2102,01/12/2018,04,06,17,34,51,57,0,,0.0,77,,25027.75,4557,,604.13,,33425577.5,10000000.0,,
2103,04/12/2018,03,13,40,44,46,50,0,,0.0,40,,34939.71,2226,,896.92,,24240730.5,12000000.0,,
2104,06/12/2018,02,10,12,27,45,56,0,,0.0,79,,23992.25,5762,,469.92,,32874912.0,30000000.0,,
2105,08/12/2018,11,13,16,24,31,46,0,,0.0,106,,22882.49,6029,,574.73,,42070290.5,36000000.0,,
2106,12/12/2018,03,27,36,39,40,43,0,,0.0,82,,35639.55,5610,,744.19,,50688848.0,42000000.0,,
2107,15/12/2018,08,38,44,50,56,60,0,,0.0,72,,46944.97,5454,,885.33,,58625686.0,48000000.0,,
2108,18/12/2018,19,22,29,41,44,59,0,,0.0,58,,41585.34,4051,,850.56,,41834506.0,50000000.0,,
2109,20/12/2018,04,12,16,34,44,49,0,,0.0,125,,25268.09,7480,,603.22,,54783372.0,280000000.0,,
2110,31/12/2018,05,10,12,18,25,33,52,,5818007.36,7688,,6644.73,303857,,240.17,,886048366.0,2000000.0,,"AS APOSTAS GANHADORAS DO CANAL ELETRÔNICO SÃO DAS CIDADE DE SIMÕES FILHO(BA), BELO HORIZONTE(MG) E CUIABÁ(MT)"
2111,02/01/2019,01,41,44,46,54,58,0,,0.0,4,,169338.14,689,,1404.42,,11748467.5,4000000.0,,
2112,05/01/2019,17,39,43,46,52,53,0,,0.0,34,,48935.85,2547,,933.2,,28858417.0,8000000.0,,
2113,09/01/2019,11,14,21,25,46,50,0,,0.0,30,,63724.36,2752,,992.38,,33158373.5,12000000.0,,
2114,12/01/2019,17,25,30,35,42,57,0,,0.0,70,,34091.54,4376,,779.05,,41391486.5,25000000.0,,
2115,15/01/2019,04,19,27,35,40,44,0,,0.0,75,,23377.95,4470,,560.35,,30411241.0,27000000.0,,
2116,17/01/2019,01,09,19,21,34,54,0,,0.0,91,,24748.67,5468,,588.39,,39062460.5,33000000.0,,
2117,19/01/2019,04,28,29,30,43,52,0,,0.0,44,,60858.91,4036,,947.82,,46445458.5,38000000.0,,
2118,23/01/2019,11,12,20,40,41,46,1,,37902607.11,58,,53100.77,4135,,1064.03,,53418935.5,2500000.0,,
2119,26/01/2019,19,21,26,31,42,49,0,,0.0,46,,33531.53,2569,,857.72,,26753317.5,20000000.0,,
2120,30/01/2019,13,20,24,25,38,41,0,,0.0,61,,34732.22,3897,,776.66,,36747588.5,25000000.0,,
2121,02/02/2019,08,10,17,29,37,40,1,,24666686.76,82,,31988.03,5493,,682.17,,45495432.5,3000000.0,,
2122,06/02/2019,03,11,15,21,27,49,0,,0.0,92,,15878.62,4938,,422.62,,25337679.5,5500000.0,,
2123,09/02/2019,14,15,47,50,56,59,0,,0.0,28,,67090.9,2301,,1166.29,,32582774.0,10000000.0,,
2124,13/02/2019,02,11,20,31,43,47,0,,0.0,41,,48151.82,3660,,770.57,,34242306.0,26000000.0,,
2125,16/02/2019,01,31,44,46,53,58,0,,0.0,55,,48968.88,4090,,940.72,,46714244.5,32000000.0,,
2126,20/02/2019,07,12,24,27,39,58,0,,0.0,130,,21346.79,8139,,487.08,,48132938.0,37000000.0,,
2127,23/02/2019,01,07,28,30,44,46,0,,0.0,76,,42197.6,6182,,741.09,,55624709.0,43000000.0,,
2128,26/02/2019,11,16,24,46,54,55,0,,0.0,47,,50144.89,4353,,773.45,,40878124.0,46000000.0,,
2129,28/02/2019,06,12,31,32,46,60,0,,0.0,50,,62827.8,5113,,877.7,,54486418.0,73000000.0,,
2130,02/03/2019,13,16,36,53,54,55,0,,0.0,101,,42283.94,7900,,772.27,,74073569.5,80000000.0,,
2131,06/03/2019,02,03,06,18,20,28,1,,78938208.62,414,,9335.09,16733,,329.94,,67032441.0,3000000.0,,
2132,09/03/2019,05,18,30,35,39,60,0,,0.0,41,,41495.7,2912,,834.63,,29508923.5,7000000.0,,
2133,13/03/2019,19,20,26,51,52,57,0,,0.0,32,,58792.56,2790,,963.31,,32631630.5,11000000.0,,
2134,16/03/2019,06,21,34,46,54,59,0,,0.0,60,,39699.48,4157,,818.57,,41314493.5,33000000.0,,
2135,20/03/2019,09,23,28,40,48,59,1,,32689083.52,50,,58359.12,4546,,916.96,,50611032.5,3000000.0,,
2136,23/03/2019,01,08,11,22,30,35,0,,0.0,63,,25942.87,4209,,554.72,,28348166.0,6000000.0,,
2137,27/03/2019,01,02,11,12,34,49,0,,0.0,45,,36544.41,4488,,523.45,,28523306.0,10000000.0,,
2138,30/03/2019,04,13,14,21,30,34,0,,0.0,59,,36206.08,4532,,673.35,,37051000.0,15000000.0,,
2139,03/04/2019,14,23,29,41,57,58,0,,0.0,65,,34758.78,3441,,937.98,,39187204.0,32000000.0,,
2140,06/04/2019,17,20,26,36,42,54,0,,0.0,66,,46099.13,5044,,861.71,,52771946.5,40000000.0,,
2141,10/04/2019,10,11,17,19,37,41,0,,0.0,117,,27422.28,8868,,516.85,,55648803.0,45000000.0,,
2142,13/04/2019,07,40,44,50,52,57,0,,0.0,65,,55484.51,5028,,1024.68,,62553494.5,52000000.0,,
2143,17/04/2019,02,12,35,51,57,58,0,,0.0,81,,48904.73,6545,,864.62,,68707212.0,60000000.0,,
2144,20/04/2019,07,16,21,33,55,60,0,,0.0,188,,21418.23,10251,,561.14,,69840589.0,90000000.0,,
2145,24/04/2019,06,08,28,51,53,59,0,,0.0,115,,55420.7,10504,,866.79,,110544276.5,105000000.0,,
2146,27/04/2019,16,18,31,39,42,44,0,,0.0,283,,30594.81,15338,,806.43,,150176040.0,125000000.0,,
2147,02/05/2019,17,19,37,41,42,49,0,,0.0,366,,28739.81,28045,,535.81,,182444745.0,140000000.0,,
2148,04/05/2019,08,15,32,33,58,59,0,,0.0,296,,37666.84,21684,,734.53,,193382595.0,170000000.0,,
2149,08/05/2019,21,23,37,44,46,48,0,,0.0,496,,35200.2,32880,,758.57,,302826055.0,275000000.0,,
2150,11/05/2019,23,24,26,38,42,49,1,,289420865.0,838,,30450.2,56994,,639.59,,442589014.0,3000000.0,,A APOSTA GANHADORA DO CONCURSO É DA CIDADE DE RECIFE/PE.
2151,15/05/2019,02,14,18,29,36,38,0,,0.0,80,,23556.59,5236,,514.16,,32686528.0,7000000.0,,
2152,18/05/2019,26,29,36,49,50,59,0,,0.0,28,,77547.6,2420,,1281.77,,37661085.0,12000000.0,,
2153,22/05/2019,08,13,28,31,32,33,1,,11825289.36,127,,18610.89,6356,,531.23,,40995608.5,3000000.0,,
2154,25/05/2019,07,25,41,47,50,53,0,,0.0,36,,49285.49,2951,,858.92,,30774289.0,48000000.0,,
2155,29/05/2019,02,06,27,37,44,47,0,,0.0,91,,34590.53,6630,,678.24,,54596528.0,55000000.0,,
2156,01/06/2019,01,06,23,26,39,49,0,,0.0,91,,40927.21,7556,,704.14,,64598138.5,63000000.0,,
2157,05/06/2019,31,33,34,35,39,48,0,,0.0,188,,21377.17,8779,,653.98,,69706707.0,70000000.0,,
2158,08/06/2019,09,27,35,45,46,59,0,,0.0,109,,42724.12,8855,,751.29,,80772972.0,80000000.0,,
2159,12/06/2019,14,26,35,38,45,53,0,,0.0,170,,27678.48,9781,,687.24,,81612678.0,115000000.0,,
2160,15/06/2019,01,19,46,47,49,53,0,,0.0,116,,49024.59,9486,,856.42,,98636671.0,125000000.0,,
2161,19/06/2019,08,09,10,24,42,44,1,,124209628.25,255,,22718.64,15769,,524.83,,100482175.5,2500000.0,,
