Concurso,Data do Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Ganhadores 6 acertos,Cidade / UF,Rateio 6 acertos,Ganhadores 5 acertos,Cidade/UF 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Cidade/UF 4 acertos,Rateio 4 acertos,Acumulado 6 acertos,Arrecadação Total,Estimativa prêmio,Acumulado Sorteio Especial Mega da Virada,Observação
513,12/11/2003,10,19,27,33,39,46,0,,0.0,46,,8485.71,2427,,160.23,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.500.000,00"
514,15/11/2003,15,36,40,42,51,52,0,,0.0,20,,24964.72,1209,,411.42,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$6.500.000,00."
515,19/11/2003,15,16,39,45,48,57,0,,0.0,33,,20464.65,2636,,255.23,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$7.500.000,00 (SETE MILHÕES E QUINHENTOS MIL REAIS!!!)."
516,22/11/2003,05,13,24,33,34,35,0,,0.0,164,,5416.02,7718,,114.65,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$9.000.000,00. (NOVE MILHÕES DE REAIS)."
517,26/11/2003,07,08,28,32,38,51,0,,0.0,36,,22385.92,3262,,246.13,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
518,29/11/2003,05,08,10,15,18,44,0,,0.0,182,,6014.85,8653,,126.04,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
519,03/12/2003,09,15,19,22,36,42,0,,0.0,111,,9685.31,7018,,152.61,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$21.000.000,00 (VINTE E UM MILHÕES DE REAIS)."
520,06/12/2003,09,12,17,32,34,35,0,,0.0,166,,10017.32,10884,,152.2,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$24.000.000,00 (VINTE E QUATRO MILHÕES DE REAIS)."
521,10/12/2003,15,25,28,32,38,45,0,,0.0,166,,10463.37,10610,,163.09,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 29.000.000,00 (VINTE E NOVE MILHÕES)."
522,13/12/2003,06,14,15,25,49,52,0,,0.0,118,,19311.39,8280,,274.17,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$33.000.000,00 (TRINTA E TRÊS MILHÕES DE REAIS)."
523,17/12/2003,28,39,40,44,45,58,0,,0.0,123,,27528.74,9692,,348.05,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$40.000.000,00 (QUARENTA MILHÕES DE REAIS)."
524,20/12/2003,19,29,34,41,47,48,1,,42794697.56,180,,26580.49,17156,,277.83,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00 (VINTE MILHÕES DE REAIS)."
525,27/12/2003,08,10,24,26,32,49,2,,10208722.99,153,,11600.82,9640,,183.43,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00"
526,03/01/2004,03,21,31,36,55,59,0,,0.0,34,,22681.04,2444,,314.34,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$3.000.000,00."
527,07/01/2004,06,14,17,26,50,52,0,,0.0,23,,27463.44,2091,,300.94,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.000.000,00."
528,10/01/2004,08,12,28,31,34,37,0,,0.0,67,,12554.6,4827,,173.6,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$5.500.000,00."
529,14/01/2004,01,13,33,38,45,56,15,,348732.75,87,,8565.12,4758,,156.03,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
530,17/01/2004,01,06,21,25,32,49,0,,0.0,49,,18501.75,3771,,239.5,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
531,21/01/2004,01,03,07,18,35,50,0,,0.0,96,,9079.1,5188,,167.37,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$11.000.000,00 (ONZE MILHÕES DE REAIS)."
532,24/01/2004,04,09,12,13,52,53,0,,0.0,69,,16628.16,5314,,215.09,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
533,28/01/2004,13,18,21,27,53,59,0,,0.0,82,,12747.27,5129,,203.03,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
534,31/01/2004,03,08,23,31,48,57,1,,15184658.12,107,,12179.88,6559,,197.95,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00. (OITO MILHÕES DE REAIS)."
535,04/02/2004,06,14,28,47,49,56,1,,7834139.14,59,,12025.02,4136,,170.89,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
536,07/02/2004,14,15,22,23,25,37,0,,0.0,49,,12551.38,3217,,190.46,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
537,11/02/2004,03,07,19,34,37,39,1,,2054340.05,128,,4366.34,5345,,104.17,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
538,14/02/2004,03,25,43,45,52,56,0,,0.0,36,,16533.54,2657,,223.17,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
539,18/02/2004,06,16,19,47,50,55,0,,0.0,21,,25214.62,1908,,276.47,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
540,21/02/2004,04,22,28,30,44,49,0,,0.0,84,,10186.19,4535,,187.97,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS). A CAIXA informa que o concurso 541 da Mega Sena ocorrerá em 28/02/2004 (sábado) às 20 horas."
541,28/02/2004,13,27,49,52,57,58,1,,9144543.5,54,,20304.76,4879,,223.88,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
542,03/03/2004,04,06,19,28,35,49,0,,0.0,42,,9683.43,2800,,144.7,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.700.000,00 (HUM MILHÃO E SETECENTOS MIL REAIS)."
543,06/03/2004,35,37,42,46,49,54,1,,1836749.58,78,,8241.89,2557,,250.47,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
544,10/03/2004,11,17,33,34,47,56,0,,0.0,39,,10062.1,2415,,161.89,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$6.000.000,00 (SEIS MILHÕES DE REAIS)."
545,13/03/2004,17,29,35,40,43,57,1,,6409645.53,102,,8292.97,4315,,195.29,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$750.000,00."
546,17/03/2004,04,05,13,17,46,54,0,,0.0,32,,12224.97,3003,,129.78,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.500.000,00 (HUM MILHÃO E QUINHENTOS MIL REAIS)."
547,20/03/2004,04,13,28,30,53,59,1,,1746857.35,42,,14452.51,2599,,232.67,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$850.000,00."
548,24/03/2004,14,47,49,51,58,59,0,,0.0,9,,41634.7,965,,386.83,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.700.000,00 (HUM MILHÃO E SETECENTOS MIL REAIS)."
549,27/03/2004,08,13,22,46,51,58,0,,0.0,34,,17519.41,2772,,214.07,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$7.000.000,00 (SETE MILHÕES DE REAIS)."
550,31/03/2004,16,17,38,39,45,56,0,,0.0,39,,18277.0,2948,,240.88,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
551,03/04/2004,12,21,46,48,56,57,0,,0.0,35,,28192.58,3027,,324.75,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
552,07/04/2004,09,22,47,49,52,54,0,,0.0,69,,14110.09,4299,,225.61,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$11.500.000,00 (ONZE MILHÕES E QUINHENTOS MIL REAIS)."
553,10/04/2004,04,43,46,53,54,58,0,,0.0,42,,23814.78,3308,,301.22,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.500.000,00 (TREZE MILHÕES E QUINHENTOS MIL REAIS)."
554,14/04/2004,15,29,31,42,47,60,0,,0.0,64,,20951.21,4812,,277.6,,0.0,0.0,,"ACUMULOU !!! Estimativa de prêmio (SENA) próximo concurso: R$23.000.000,00 (VINTE E TRÊS MILHÕES DE REAIS)."
555,17/04/2004,05,23,31,33,45,49,1,,23810057.19,152,,13350.07,10733,,188.35,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.300.000,00 (UM MILHÃO E TREZENTOS MIL REAIS)."
556,21/04/2004,08,10,17,30,33,45,0,,0.0,20,,14872.57,1699,,174.41,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$1.400.000,00. (UM MILHÃO E QUATROCENTOS MIL REAIS)"
557,24/04/2004,08,12,18,23,38,49,0,,0.0,59,,11001.41,3777,,171.2,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.500.000,00 (DOIS MILHÕES E QUINHENTOS MIL REAIS)."
558,28/04/2004,07,14,31,57,58,59,0,,0.0,21,,26571.46,2000,,277.94,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$3.700.000,00 (TRÊS MILHÕES E SETECENTOS MIL REAIS)."
559,01/05/2004,06,13,17,25,36,53,1,,3707152.54,75,,8184.51,4460,,137.11,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$6.500.000,00 (SEIS MILHÕES E QUINHENTOS MIL REAIS)."
560,05/05/2004,02,11,18,30,32,58,0,,0.0,44,,16215.47,2585,,274.97,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$8.000.000,00 (OITO MILHÕES DE REAIS)."
561,08/05/2004,01,20,36,39,49,55,0,,0.0,32,,31342.98,2743,,364.27,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
562,12/05/2004,16,23,35,37,55,57,0,,0.0,117,,8271.95,5150,,187.22,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
563,15/05/2004,05,08,23,34,44,51,0,,0.0,90,,13541.69,6007,,202.12,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
564,19/05/2004,10,13,20,32,38,49,0,,0.0,46,,25392.82,4446,,261.73,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$23.000.000,00 (VINTE E TRÊS MILHÕES DE REAIS)."
565,22/05/2004,07,31,34,35,37,45,0,,0.0,57,,29241.27,6804,,244.04,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$27.000.000,00 (VINTE E SETE MILHÕES DE REAIS)."
566,26/05/2004,06,13,17,18,20,37,0,,0.0,176,,11334.45,13032,,152.49,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$32.000.000,00 (TRINTA E DOIS MILHÕES DE REAIS)."
567,29/05/2004,11,31,38,41,57,58,0,,0.0,69,,37888.61,5787,,450.05,,0.0,0.0,,"ACUMULOU!!! Estimatva de prêmio (SENA) próximo concurso: R$36.000.000,00 (TRINTA E SEIS MILHÕES DE REAIS)."
568,02/06/2004,13,17,22,25,29,41,0,,0.0,457,,7802.44,24931,,142.48,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$45.000.000,00 (QUARENTA E CINCO MILHÕES DE REAIS)."
569,05/06/2004,03,09,14,15,32,57,1,,46663532.7,434,,11906.37,29922,,172.04,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$21.000.000,00 (VINTE E UM MILHÕES DE REAIS)."
570,09/06/2004,15,32,33,35,36,51,0,,0.0,84,,18168.1,7539,,201.67,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$25.000.000,00 (VINTE E CINCO MILHÕES DE REAIS)."
571,12/06/2004,12,13,14,31,50,51,0,,0.0,69,,22294.35,5572,,275.04,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso:R$27.000.000,00 (VINTE E SETE MILHÕES DE REAIS)."
572,16/06/2004,03,09,16,20,33,60,0,,0.0,162,,10668.49,9940,,173.21,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
573,19/06/2004,06,17,22,29,40,59,0,,0.0,82,,25012.22,8272,,247.0,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$34.000.000,00 (TRINTA E QUATRO MILHÕES DE REAIS)."
574,23/06/2004,02,10,17,23,32,44,0,,0.0,162,,12609.31,12691,,160.35,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$50.000.000,00 (CINQÜENTA MILHÕES DE REAIS)."
575,26/06/2004,05,18,21,29,35,48,2,,25737016.52,470,,7359.84,21660,,159.1,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
576,30/06/2004,07,08,18,39,43,52,0,,0.0,27,,22856.21,1978,,310.81,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
577,03/07/2004,08,23,24,28,31,47,0,,0.0,57,,15092.9,4579,,187.17,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.000.000,00 (QUATRO MILHÕES DE REAIS)."
578,07/07/2004,03,18,23,48,56,58,1,,3982872.62,62,,12879.26,3639,,218.6,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
579,10/07/2004,04,09,15,17,34,39,1,,1175432.13,90,,7463.06,5172,,129.38,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
580,14/07/2004,15,16,18,28,38,47,0,,0.0,56,,16168.75,4097,,220.17,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
581,17/07/2004,14,17,25,30,39,52,1,,11781320.02,56,,22330.36,4429,,281.27,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$900.000,00."
582,21/07/2004,13,29,40,45,51,59,0,,0.0,29,,17143.4,1943,,254.91,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
583,24/07/2004,06,07,20,41,43,55,0,,0.0,36,,20218.13,2157,,336.16,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
584,28/07/2004,07,08,23,30,32,53,0,,0.0,49,,13327.92,3278,,198.48,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00. (DEZ MILHÕES DE REAIS)."
585,31/07/2004,12,24,33,36,39,57,1,,10166807.68,124,,8468.35,7122,,146.89,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00."
586,04/08/2004,11,13,38,39,45,54,0,,0.0,30,,15687.92,2162,,216.87,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$1.800.000,00 (HUM MILHÃO E OITOCENTOS MIL REAIS)."
587,07/08/2004,02,18,29,30,36,60,0,,0.0,36,,20518.92,2436,,302.09,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.000.000,00 (TRÊS MILHÕES DE REAIS)."
588,11/08/2004,11,13,45,46,53,55,0,,0.0,22,,29565.71,2088,,310.34,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.500.000,00 (QUATRO MILHÕES E QUINHENTOS MIL REAIS)."
589,14/08/2004,06,07,08,13,33,59,0,,0.0,152,,5926.91,9005,,99.66,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
590,18/08/2004,04,05,18,25,28,51,0,,0.0,70,,14105.62,5155,,190.82,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
591,21/08/2004,01,03,18,34,50,58,0,,0.0,64,,18968.95,4448,,271.9,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00."
592,25/08/2004,13,14,42,47,55,59,0,,0.0,60,,18664.59,5062,,220.39,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
593,28/08/2004,01,25,27,29,49,59,0,,0.0,68,,20265.54,5291,,259.47,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00 (VINTE MILHÕES DE REAIS)."
594,01/09/2004,10,13,29,47,53,55,0,,0.0,121,,11747.7,6444,,219.76,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
595,04/09/2004,01,02,25,43,50,54,0,,0.0,89,,22736.36,7230,,278.82,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
596,08/09/2004,11,14,28,43,54,60,0,,0.0,116,,15749.68,6578,,276.69,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$39.000.000,00 (TRINTA E NOVE MILHÕES DE REAIS)."
597,11/09/2004,22,27,29,40,42,56,0,,0.0,140,,21650.75,10021,,301.33,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$45.000.000,00 (Quarenta e cinco milhões de reais)."
598,15/09/2004,05,16,34,38,50,53,2,,23179951.19,234,,15531.4,19229,,188.29,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$1.000.000,00."
599,18/09/2004,04,06,09,23,45,51,0,,0.0,65,,10375.8,4755,,141.31,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
600,22/09/2004,16,18,31,34,39,54,0,,0.0,73,,16062.92,4640,,251.75,,0.0,0.0,,"Estimativa de prêmio (SENA) próximo concurso: R$20.000.000,00."
601,25/09/2004,10,19,22,29,30,37,0,,0.0,75,,18837.59,6002,,234.5,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$22.000.000,00 (vinte e dois milhões de reais)."
602,29/09/2004,07,13,38,46,55,60,0,,0.0,95,,13988.93,6773,,195.47,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$24.000.000,00."
603,02/10/2004,04,08,11,12,29,44,1,,24750883.61,233,,6701.5,12565,,123.8,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
604,06/10/2004,15,25,41,46,49,51,0,,0.0,15,,35679.23,1422,,374.94,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
605,09/10/2004,04,24,44,49,52,53,0,,0.0,45,,23716.98,3980,,267.15,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
606,13/10/2004,06,23,32,35,41,55,1,,11878491.65,43,,20736.93,3770,,235.63,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00 (HUM MILHÃO  DE REAIS)."
607,16/10/2004,06,11,19,27,41,59,0,,0.0,48,,13506.67,3059,,211.14,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS)."
608,20/10/2004,06,13,19,24,30,37,0,,0.0,101,,6267.54,5181,,121.72,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$3.500.000,00 (TRÊS MILHÕES E QUINHENTOS MIL REAIS)."
609,23/10/2004,02,06,15,58,59,60,0,,0.0,60,,13952.24,3994,,208.81,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
610,27/10/2004,25,30,43,45,47,49,0,,0.0,62,,14911.12,4044,,227.75,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
611,30/10/2004,16,21,22,33,48,49,0,,0.0,69,,16349.76,4531,,248.04,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$14.000.000,00 (QUATORZE MILHÕES DE REAIS)."
612,03/11/2004,15,18,33,50,53,55,0,,0.0,41,,22250.05,3389,,268.16,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$16.000.000,00 (DEZESSEIS MILHÕES DE REAIS)."
613,06/11/2004,06,13,19,44,54,55,0,,0.0,108,,12259.22,7101,,185.76,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES DE REAIS)."
614,10/11/2004,12,16,31,48,57,60,0,,0.0,53,,24951.84,4127,,319.23,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$28.000.000,00 (VINTE E OITO MILHÕES DE REAIS)."
615,13/11/2004,05,08,10,27,31,51,0,,0.0,157,,11348.03,9780,,181.48,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$31.000.000,00 (TRINTA E UM MILHÕES DE REAIS)."
616,17/11/2004,02,12,16,24,26,54,0,,0.0,90,,18187.52,9236,,176.56,,0.0,0.0,,"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$35.000.000,00 (TRINTA E CINCO MILHÕES DE REAIS)."
617,20/11/2004,03,05,25,33,36,49,2,,17791387.59,289,,7834.5,17341,,130.08,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$ 1.000.000,00."
618,24/11/2004,03,08,10,13,24,60,0,,0.0,86,,6312.56,4992,,108.34,,0.0,0.0,,"ACUMULOU! Estimativa de prêmio (SENA) próximo concurso: R$2.000.000,00."
619,27/11/2004,08,12,14,16,19,46,0,,0.0,101,,7354.06,5924,,124.91,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$13.000.000,00 (TREZE MILHÕES DE REAIS)."
620,01/12/2004,01,03,13,22,29,32,0,,0.0,87,,11707.09,5886,,172.39,,0.0,0.0,,"ACUMULOU! Estimativa de prêmio (SENA) para o próximo concurso: R$15.000.000,00 (QUINZE MILHÕES DE REAIS)."
621,04/12/2004,26,29,31,49,50,57,0,,0.0,40,,32904.81,3837,,341.73,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS)."
622,08/12/2004,19,27,29,38,50,59,0,,0.0,49,,24789.92,3560,,339.92,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$19.000.000,00 (DEZENOVE MILHÕES DE REAIS)."
623,11/12/2004,09,23,30,42,49,55,0,,0.0,124,,12236.03,6915,,218.59,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$22.000.000,00 (VINTE E DOIS MILHÕES DE REAIS)."
624,15/12/2004,08,23,34,39,43,52,1,,22375180.08,108,,13482.59,7284,,199.16,,0.0,0.0,,"Estimativa de prêmio (SENA) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
625,18/12/2004,12,24,32,40,42,59,0,,0.0,49,,20777.72,4056,,250.06,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso: R$12.000.000,00 (DOZE MILHÕES DE REAIS)."
626,22/12/2004,07,08,18,22,39,49,0,,0.0,52,,21294.16,5096,,216.47,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$14.000.000,00 (CATORZE MILHÕES DE REAIS). Informamos que não haverá sorteio das loterias nos dias 24 e 25/12/2004."
627,29/12/2004,01,13,19,45,56,58,0,,0.0,112,,14270.18,8049,,197.82,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (SENA)próximo concurso: R$17.000.000,00. O sorteio do concurso 628 será em 05/01/2005."
628,05/01/2005,08,16,22,30,56,58,1,,17373966.13,76,,20331.21,5510,,279.37,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$1.200.000,00."
629,08/01/2005,15,16,39,40,47,51,1,,1104456.38,15,,42074.53,1865,,337.13,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$9.000.000,00 (NOVE MILHÕES DE REAIS)."
630,12/01/2005,12,16,20,45,53,60,0,,0.0,33,,24880.69,2972,,275.23,,0.0,0.0,,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$10.000.000,00 (DEZ MILHÕES DE REAIS)."
631,15/01/2005,01,20,28,32,44,47,1,,10579247.17,46,,21955.84,3548,,283.58,,0.0,0.0,,"Estimativa de prêmio (sena) para o próximo concurso: R$1.000.000,00."
632,19/01/2005,02,19,28,48,51,54,0,,0.0,26,,19697.02,1962,,260.03,,0.0,0.0,,"ACUMULOU! Estimativa de prêmio (SENA), próximo concurso: R$2.000.000,00 (Dois milhões de reais)."
